wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
1,2,NA,NA,2,4,NA,NA,NA,NA,25,18-29,Male,Bayern,1,"With partner, not living together",Roman Catholic,NA,Employee in low / medium position,"4,000 to below 4,500 <80>",4,5,Less than 3 kilometer,250 <96> 499,3,20,0.75,1,0.3333333333333333,0,3,2,3,2,2,1,3,3,2,2,2,3,2,2,3,2
1,3,NA,NA,3,3,NA,NA,NA,NA,25,18-29,Female,Th<fc>ringen,1,"With partner, living together","No, I don't feel close to any religion",NA,Parental leave,"1,500 to below 2,000 <80>",3,3,3-5 kilometers,1 <96> 49,8,20,0.625,1,0,3,3,3,4,4,4,3,4,3,3,3,3,3,2,3,2,3
1,1,NA,NA,1,1,NA,NA,NA,NA,58,50-59,Male,Bayern,1,Married,Protestant,NA,Unemployed / seeking work,"1,500 to below 2,000 <80>",2,5,6-10 kilometers,250 <96> 499,5,0,0.375,1,0.16666666666666666,2,2,1,3,2,3,3,3,3,3,3,2,3,2,3,3,2
1,1,NA,NA,1,2,NA,NA,NA,NA,57,50-59,Male,Baden-W<fc>rttemberg,1,Married,Roman Catholic,NA,Retired,No answer,3,6,Less than 3 kilometer,50 <96> 249,0,0,0.5,0.3333333333333333,0,0,3,3,3,4,3,3,4,3,4,3,3,3,3,4,2,2
1,1,NA,NA,4,1,NA,NA,NA,NA,54,50-59,Female,Nordrhein-Westfalen,1,"With partner, living together",No answer,NA,Unemployed / seeking work,below 500 <80>,2,1,Less than 3 kilometer,50 <96> 249,5,0,0.25,0,0.8333333333333334,0,1,1,4,4,4,1,4,4,4,1,4,1,4,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,NA,55,50-59,Male,Niedersachsen,1,Married,Protestant,NA,Employee in low / medium position,"4,500 to below 5,000 <80>",2,6,11-20 kilometers,250 <96> 499,4,1,0.625,0,0,2,3,3,3,3,3,3,2,3,2,3,2,3,3,4,3,2
1,2,NA,NA,2,2,NA,NA,NA,NA,28,18-29,Female,Brandenburg,1,"With partner, living together",Protestant,NA,Employee in low / medium position,"3,500 to below 4,000 <80>",2,6,6-10 kilometers,50 <96> 249,5,0,0.25,0,0.5,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3
1,2,NA,NA,3,2,NA,NA,NA,NA,81,60 and older,Male,Berlin,1,Widowed,"No, I don't feel close to any religion",NA,Retired,"2,500 to below 3,000 <80>",2,6,Less than 3 kilometer,1000 and more,5,0,0.25,0,0.8333333333333334,1,4,4,4,4,3,3,4,4,2,3,2,3,1,3,2,2
1,2,NA,NA,3,2,NA,NA,NA,NA,49,40-49,Female,Th<fc>ringen,1,Divorced / separated,"No, I don't feel close to any religion",NA,Skilled worker,"1,500 to below 2,000 <80>",2,9,21-50 kilometers,50 <96> 249,5,47,0.75,1,0.3333333333333333,3,2,2,4,3,4,2,4,4,3,3,3,3,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,NA,26,18-29,Female,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",NA,Other,No answer,3,8,6-10 kilometers,500 <96> 999,6,0,0.25,0,0,2,3,3,2,2,2,3,3,3,4,3,3,2,3,4,2,2
1,4,NA,NA,3,3,NA,NA,NA,NA,33,30-39,Male,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",NA,Civil servant,No answer,2,7,Less than 3 kilometer,1000 and more,8,70,0.875,1,0.16666666666666666,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,1
1,1,NA,NA,1,1,NA,NA,NA,NA,58,50-59,Male,Baden-W<fc>rttemberg,1,"With partner, not living together","Christian, but not close to a particular religious community",NA,Employee in low / medium position,"3,000 to below 3,500 <80>",1,8,3-5 kilometers,50 <96> 249,3,1,0.25,0,0.3333333333333333,2,3,2,3,3,3,3,3,4,3,2,2,2,2,4,3,3
1,1,NA,NA,1,1,NA,NA,NA,NA,22,18-29,Male,Niedersachsen,1,"With partner, living together",Protestant Free Church,NA,Unskilled worker,No answer,6,4,6-10 kilometers,50 <96> 249,4,0,0.5,0,0,2,3,1,2,3,3,3,1,1,4,3,1,3,2,4,4,3
1,2,NA,NA,3,2,NA,NA,NA,NA,36,30-39,Female,Bayern,1,"With partner, living together",Protestant,NA,Parental leave,"1,500 to below 2,000 <80>",3,7,Don't know,500 <96> 999,5,20,0.5,0.3333333333333333,0,2,3,4,3,4,3,3,3,2,3,3,2,2,3,3,4,3
1,2,NA,NA,2,2,NA,NA,NA,NA,60,60 and older,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Retired,"2,500 to below 3,000 <80>",2,6,11-20 kilometers,50 <96> 249,5,1,0.625,0.3333333333333333,0,2,2,2,3,2,3,2,3,3,3,3,2,2,2,3,2,2
1,3,NA,NA,3,2,NA,NA,NA,NA,44,40-49,Male,Sachsen,1,Married,Protestant Free Church,NA,Skilled worker,"3,000 to below 3,500 <80>",3,8,3-5 kilometers,500 <96> 999,5,0,0.625,1,0.5,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3
1,3,NA,NA,1,3,NA,NA,NA,NA,65,60 and older,Male,Th<fc>ringen,1,Married,Protestant,NA,Retired,"1,000 to below 1,500 <80>",2,5,21-50 kilometers,250 <96> 499,4,3,1,0.3333333333333333,0.3333333333333333,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
1,1,NA,NA,1,1,NA,NA,NA,NA,37,30-39,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant,NA,Employee in high position,"2,000 to below 2,500 <80>",1,7,21-50 kilometers,50 <96> 249,3,1,0.375,0,0,2,2,2,2,1,3,1,3,3,3,2,3,2,3,3,3,3
1,2,NA,NA,1,2,NA,NA,NA,NA,67,60 and older,Female,Baden-W<fc>rttemberg,1,Married,No answer,NA,Retired,"3,000 to below 3,500 <80>",2,5,3-5 kilometers,1 <96> 49,3,2,0.5,0,0,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,NA,33,30-39,Female,Bayern,1,"Single, without partner","No, I don't feel close to any religion",NA,Unskilled worker,"1,000 to below 1,500 <80>",1,3,Less than 3 kilometer,50 <96> 249,3,0,0,0,0.3333333333333333,2,2,4,3,2,3,3,2,2,3,3,2,2,2,4,3,2
1,1,NA,NA,4,1,NA,NA,NA,NA,32,30-39,Female,Brandenburg,1,"Single, without partner",Protestant,NA,Employee in low / medium position,"500 to below 1,000 <80>",4,2,Don't know,50 <96> 249,5,0,0.5,0,0.5,2,3,3,3,1,2,2,3,3,3,2,2,2,3,1,1,3
1,1,NA,NA,2,1,NA,NA,NA,NA,45,40-49,Female,Sachsen,1,"With partner, not living together",Protestant,NA,Employee in high position,"4,000 to below 4,500 <80>",2,7,Less than 3 kilometer,50 <96> 249,6,9,0.25,0.3333333333333333,0.16666666666666666,2,3,2,2,2,3,2,3,1,3,2,2,2,3,3,2,1
1,2,NA,NA,2,3,NA,NA,NA,NA,38,30-39,Female,Hessen,1,Married,Roman Catholic,NA,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,Less than 3 kilometer,250 <96> 499,5,0,0.5,0,0.3333333333333333,2,2,3,3,3,3,2,2,3,3,3,2,2,3,4,4,3
1,1,NA,NA,1,1,NA,NA,NA,NA,45,40-49,Female,Rheinland-Pfalz,1,Married,Roman Catholic,NA,Employee in low / medium position,"4,000 to below 4,500 <80>",3,5,21-50 kilometers,1 <96> 49,5,0,0.25,0.6666666666666666,0.5,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2
1,1,NA,NA,2,3,NA,NA,NA,NA,22,18-29,Male,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",NA,Unemployed / seeking work,"1,000 to below 1,500 <80>",2,2,6-10 kilometers,50 <96> 249,5,16,0.625,0.6666666666666666,0.5,2,2,3,3,4,3,3,3,4,4,4,2,4,2,3,4,3
1,3,NA,NA,1,1,NA,NA,NA,NA,75,60 and older,Female,Nordrhein-Westfalen,1,"Single, without partner","Christian, but not close to a particular religious community",NA,Retired,"500 to below 1,000 <80>",1,5,Less than 3 kilometer,50 <96> 249,8,0,0,0,0.16666666666666666,2,2,1,1,3,4,1,1,1,3,4,1,4,1,4,3,3
1,3,NA,NA,1,3,NA,NA,NA,NA,23,18-29,Female,Niedersachsen,1,"Single, without partner","Christian, but not close to a particular religious community",NA,Unskilled worker,"1,500 to below 2,000 <80>",2,4,3-5 kilometers,250 <96> 499,7,81,0.875,1,0.5,1,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,2
1,1,NA,NA,3,1,NA,NA,NA,NA,21,18-29,Female,Schleswig-Holstein,1,"With partner, living together","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","2,500 to below 3,000 <80>",2,6,Less than 3 kilometer,250 <96> 499,6,0,0.125,0,0.3333333333333333,2,2,1,3,1,2,3,1,2,2,3,1,2,1,3,2,2
1,2,NA,NA,1,2,NA,NA,NA,NA,50,50-59,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Employee in low / medium position,"2,000 to below 2,500 <80>",3,7,Less than 3 kilometer,250 <96> 499,10,11,0.5,1,0.6666666666666666,1,3,4,4,4,2,3,3,4,4,3,4,4,4,4,4,4
1,1,NA,NA,2,1,NA,NA,NA,NA,35,30-39,Female,Rheinland-Pfalz,1,"With partner, not living together","Christian, but not close to a particular religious community",NA,Employee in low / medium position,"1,000 to below 1,500 <80>",1,1,6-10 kilometers,There are no refugees in my town,5,0,0.625,0.3333333333333333,0.16666666666666666,2,3,3,4,4,3,4,3,4,1,4,3,3,3,4,4,4
1,4,NA,NA,1,3,NA,NA,NA,NA,36,30-39,Female,Sachsen,1,Registered partnership,"No, I don't feel close to any religion",NA,Employee in high position,"1,500 to below 2,000 <80>",3,7,11-20 kilometers,1000 and more,7,71,0.75,1,0.3333333333333333,3,4,4,4,4,3,4,4,4,4,4,4,4,1,4,2,4
1,2,NA,NA,2,2,NA,NA,NA,NA,59,50-59,Male,Baden-W<fc>rttemberg,1,Married,Protestant,NA,Employee in low / medium position,No answer,3,5,3-5 kilometers,50 <96> 249,3,2,0.25,0,0,1,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
1,2,NA,NA,2,3,NA,NA,NA,NA,55,50-59,Male,Sachsen,1,Married,"No, I don't feel close to any religion",NA,Permanently sick or disabled,"500 to below 1,000 <80>",2,2,Less than 3 kilometer,50 <96> 249,8,80,1,1,0.3333333333333333,2,3,3,4,4,4,3,4,4,4,4,3,4,2,3,3,3
1,1,NA,NA,1,2,NA,NA,NA,NA,78,60 and older,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Retired,"2,500 to below 3,000 <80>",2,7,Less than 3 kilometer,50 <96> 249,0,0,0.375,0.3333333333333333,0.3333333333333333,1,2,3,2,2,3,1,2,2,3,2,2,1,3,4,3,2
1,1,NA,NA,2,2,NA,NA,NA,NA,18,18-29,Female,Niedersachsen,1,"With partner, not living together","No, I don't feel close to any religion",NA,"In schooling / vocational training, student",No answer,4,7,3-5 kilometers,1 <96> 49,5,0,0.375,0,0.5,2,3,3,2,2,2,2,2,3,3,2,1,3,2,2,2,1
1,4,NA,NA,1,4,NA,NA,NA,NA,28,18-29,Female,Niedersachsen,1,Married,"No, I don't feel close to any religion",NA,Unskilled worker,"1,500 to below 2,000 <80>",2,2,Less than 3 kilometer,500 <96> 999,8,69,0.75,1,0.5,2,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3
1,3,NA,NA,3,1,NA,NA,NA,NA,32,30-39,Female,Hamburg,0,"With partner, living together","No, I don't feel close to any religion",NA,Employee in low / medium position,"2,500 to below 3,000 <80>",3,5,Don't know,500 <96> 999,3,0,0.25,0,0,2,2,2,1,2,3,3,1,1,3,2,1,1,3,4,3,4
1,3,NA,NA,3,3,NA,NA,NA,NA,36,30-39,Female,Baden-W<fc>rttemberg,1,"With partner, not living together","No, I don't feel close to any religion",NA,Employee in high position,"2,500 to below 3,000 <80>",3,5,6-10 kilometers,50 <96> 249,7,0,0.875,0.3333333333333333,0.3333333333333333,2,3,3,4,4,4,3,3,3,3,3,3,3,2,3,3,3
1,3,NA,NA,1,3,NA,NA,NA,NA,59,50-59,Male,Nordrhein-Westfalen,1,"With partner, living together","Christian, but not close to a particular religious community",NA,Permanently sick or disabled,below 500 <80>,2,5,Less than 3 kilometer,1000 and more,5,0,0.625,0.3333333333333333,0.5,2,3,3,4,4,3,3,2,1,3,3,2,2,3,3,3,4
1,4,NA,NA,2,2,NA,NA,NA,NA,65,60 and older,Male,Saarland,1,"With partner, not living together","No, I don't feel close to any religion",NA,Retired,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,50 <96> 249,10,80,0.875,1,0.16666666666666666,3,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4
1,3,NA,NA,2,1,NA,NA,NA,NA,20,18-29,Female,Hamburg,1,"Single, without partner","No, I don't feel close to any religion",NA,Unskilled worker,"1,500 to below 2,000 <80>",2,2,Less than 3 kilometer,50 <96> 249,4,10,0.5,0.3333333333333333,0.6666666666666666,1,4,2,2,2,4,2,3,4,2,3,2,2,4,3,1,3
1,2,NA,NA,2,2,NA,NA,NA,NA,44,40-49,Male,Niedersachsen,1,"With partner, living together","No, I don't feel close to any religion",NA,Employee in low / medium position,"2,000 to below 2,500 <80>",4,6,3-5 kilometers,500 <96> 999,5,1,1,0,0,2,3,3,3,3,3,3,3,3,2,4,3,3,1,3,4,2
1,1,NA,NA,1,1,NA,NA,NA,NA,55,50-59,Male,Hessen,0,"With partner, living together",Eastern Orthodox,NA,Employee in low / medium position,"1,000 to below 1,500 <80>",2,5,Don't know,50 <96> 249,5,5,0.875,0.6666666666666666,0,1,3,4,3,3,3,4,3,4,4,4,3,3,3,4,4,3
1,1,NA,NA,2,2,NA,NA,NA,NA,21,18-29,Female,Hessen,1,"Single, without partner",No answer,NA,"In schooling / vocational training, student","4,500 to below 5,000 <80>",4,7,6-10 kilometers,50 <96> 249,3,21,0.625,0.6666666666666666,0,2,2,2,3,4,3,3,2,3,3,3,2,2,3,3,3,3
1,4,NA,NA,4,4,NA,NA,NA,NA,32,30-39,Female,Bayern,1,Married,Roman Catholic,NA,Self-employed / freelancer,"3,500 to below 4,000 <80>",5,4,3-5 kilometers,250 <96> 499,9,100,1,1,0,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2
1,3,NA,NA,3,2,NA,NA,NA,NA,37,30-39,Male,Hessen,1,Married,"No, I don't feel close to any religion",NA,Unskilled worker,"2,500 to below 3,000 <80>",4,3,6-10 kilometers,1 <96> 49,7,60,1,1,0.16666666666666666,2,3,2,4,4,4,3,4,4,3,3,3,3,4,3,4,3
1,1,NA,NA,1,1,NA,NA,NA,NA,74,60 and older,Male,Bayern,1,Married,Protestant,NA,Retired,"2,000 to below 2,500 <80>",2,7,More than 50 kilometer,1 <96> 49,6,0,0.375,0.3333333333333333,0,1,2,2,2,1,2,1,2,2,3,3,2,2,3,4,1,2
1,2,NA,NA,3,2,NA,NA,NA,NA,30,30-39,Male,Nordrhein-Westfalen,1,"With partner, living together","Christian, but not close to a particular religious community",NA,Self-employed / freelancer,"1,500 to below 2,000 <80>",3,6,3-5 kilometers,1000 and more,8,100,1,1,0.3333333333333333,2,3,3,4,4,4,3,3,4,4,3,3,3,4,4,3,3
1,1,NA,NA,2,1,NA,NA,NA,NA,71,60 and older,Female,Baden-W<fc>rttemberg,1,Widowed,"Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",NA,Retired,"2,500 to below 3,000 <80>",1,7,3-5 kilometers,1 <96> 49,5,0,0.375,0,0,2,3,2,4,2,3,3,2,3,3,3,2,3,2,3,4,3
1,1,NA,NA,1,1,NA,NA,NA,NA,23,18-29,Female,Sachsen-Anhalt,1,"Single, without partner","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","2,000 to below 2,500 <80>",6,2,More than 50 kilometer,There are no refugees in my town,1,0,0,0,0,2,2,1,1,1,3,2,1,1,1,2,1,1,3,2,1,3
1,2,NA,NA,3,1,NA,NA,NA,NA,37,30-39,Female,Baden-W<fc>rttemberg,1,Married,Muslim,NA,Parental leave,"2,000 to below 2,500 <80>",4,3,Less than 3 kilometer,250 <96> 499,9,10,0,0.3333333333333333,0,2,2,3,3,2,1,2,3,2,2,3,3,2,2,3,3,2
1,1,NA,NA,1,1,NA,NA,NA,NA,36,30-39,Female,Bayern,1,"With partner, not living together","No, I don't feel close to any religion",NA,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,3-5 kilometers,250 <96> 499,4,0,0.25,0.3333333333333333,0.5,1,2,1,2,1,2,2,1,1,1,2,1,1,3,4,4,3
1,1,NA,NA,2,2,NA,NA,NA,NA,71,60 and older,Male,Baden-W<fc>rttemberg,1,Married,"No, I don't feel close to any religion",NA,Retired,"1,500 to below 2,000 <80>",2,5,More than 50 kilometer,50 <96> 249,5,0,0.375,0.6666666666666666,0,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3
1,3,NA,NA,2,3,NA,NA,NA,NA,20,18-29,Female,Niedersachsen,1,"With partner, not living together","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","500 to below 1,000 <80>",4,5,3-5 kilometers,50 <96> 249,2,0,0.5,0.3333333333333333,0,3,3,1,4,4,3,4,3,4,3,3,3,2,4,4,2,3
1,1,NA,NA,2,1,NA,NA,NA,NA,81,60 and older,Male,Niedersachsen,1,Married,Protestant,NA,Retired,"3,000 to below 3,500 <80>",2,6,Don't know,500 <96> 999,6,0,0.625,0,0,2,3,2,3,2,3,2,3,3,3,2,3,2,3,3,3,3
1,1,NA,NA,3,1,NA,NA,NA,NA,53,50-59,Male,Bayern,1,Married,Protestant,NA,Retired,"2,000 to below 2,500 <80>",3,2,Don't know,1000 and more,8,80,0.875,1,0.3333333333333333,3,2,4,4,4,2,4,4,4,4,3,4,4,2,4,4,2
1,2,NA,NA,3,1,NA,NA,NA,NA,53,50-59,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,NA,Retired,"500 to below 1,000 <80>",2,5,Less than 3 kilometer,1000 and more,8,100,0.875,1,0.5,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4
1,4,NA,NA,2,2,NA,NA,NA,NA,35,30-39,Female,Hessen,1,Married,Roman Catholic,NA,Parental leave,No answer,4,7,Less than 3 kilometer,1 <96> 49,5,70,0.875,0.6666666666666666,0,2,3,3,4,3,3,3,3,4,3,3,2,3,3,3,3,4
1,2,NA,NA,3,2,NA,NA,NA,NA,26,18-29,Female,Niedersachsen,1,"With partner, not living together",Protestant,NA,Permanently sick or disabled,"1,000 to below 1,500 <80>",2,2,Less than 3 kilometer,50 <96> 249,4,0,0.75,0.6666666666666666,0.6666666666666666,1,2,2,4,4,4,3,4,4,3,2,3,2,3,4,4,3
1,4,NA,NA,4,4,NA,NA,NA,NA,45,40-49,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Unemployed / seeking work,"1,500 to below 2,000 <80>",2,5,Less than 3 kilometer,50 <96> 249,10,56,1,1,0.3333333333333333,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
1,3,NA,NA,2,1,NA,NA,NA,NA,22,18-29,Female,Schleswig-Holstein,1,"With partner, living together",Protestant,NA,"In schooling / vocational training, student","1,000 to below 1,500 <80>",2,5,6-10 kilometers,500 <96> 999,4,0,0.125,0,0,2,2,2,3,2,2,3,2,3,3,3,3,3,3,2,3,3
1,2,NA,NA,1,1,NA,NA,NA,NA,63,60 and older,Female,Hamburg,1,Divorced / separated,Roman Catholic,NA,Retired,"1,500 to below 2,000 <80>",1,6,3-5 kilometers,50 <96> 249,6,0,0.25,0,0.5,2,3,2,2,3,3,2,2,2,2,2,2,1,2,3,2,2
1,3,NA,NA,1,2,NA,NA,NA,NA,50,50-59,Male,Nordrhein-Westfalen,1,"With partner, living together",Other Christian,NA,Self-employed / freelancer,"5,000 or more <80>",3,5,Less than 3 kilometer,1000 and more,6,30,0.75,0.6666666666666666,0.5,2,3,2,4,4,4,3,4,4,4,4,4,3,4,4,4,4
1,2,NA,NA,1,1,NA,NA,NA,NA,41,40-49,Female,Schleswig-Holstein,1,"Single, without partner",Protestant,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",3,9,11-20 kilometers,1 <96> 49,5,0,0.625,0.3333333333333333,0.3333333333333333,2,2,4,4,4,3,2,4,3,2,3,4,2,2,3,2,2
1,3,NA,NA,1,2,NA,NA,NA,NA,33,30-39,Male,Hessen,1,"Single, without partner","Christian, but not close to a particular religious community",NA,Unemployed / seeking work,No answer,3,4,21-50 kilometers,1 <96> 49,3,0,0.5,0,0,1,3,2,4,4,4,2,3,4,3,2,4,2,3,4,3,3
1,1,NA,NA,1,1,NA,NA,NA,NA,59,50-59,Male,Niedersachsen,1,Married,Protestant,NA,Employee in low / medium position,"2,000 to below 2,500 <80>",4,3,6-10 kilometers,There are no refugees in my town,3,0,0.375,0,0,2,2,2,1,2,2,2,1,2,2,3,1,2,1,3,4,1
1,2,NA,NA,3,1,NA,NA,NA,NA,35,30-39,Female,Brandenburg,1,Divorced / separated,"No, I don't feel close to any religion",NA,Parental leave,"1,000 to below 1,500 <80>",3,5,6-10 kilometers,500 <96> 999,8,49,0.625,1,0.3333333333333333,3,4,4,4,4,3,4,4,4,3,4,4,3,3,3,4,3
1,1,NA,NA,1,1,NA,NA,NA,NA,35,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,Employee in low / medium position,"2,000 to below 2,500 <80>",2,4,Don't know,1 <96> 49,2,3,0.125,0,0,2,3,2,3,2,2,3,3,3,2,3,2,2,3,2,3,3
1,3,NA,NA,3,2,NA,NA,NA,NA,66,60 and older,Male,Nordrhein-Westfalen,1,Married,Protestant,NA,Retired,"1,500 to below 2,000 <80>",2,4,Less than 3 kilometer,50 <96> 249,7,1,1,0.3333333333333333,0,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,NA,69,60 and older,Male,Baden-W<fc>rttemberg,1,Married,Protestant,NA,Retired,"2,000 to below 2,500 <80>",2,3,21-50 kilometers,250 <96> 499,5,0,0.25,0.3333333333333333,0,3,2,2,2,3,4,2,2,2,3,2,3,2,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,NA,46,40-49,Male,Berlin,1,"With partner, not living together",Roman Catholic,NA,Employee in low / medium position,"1,000 to below 1,500 <80>",1,6,Less than 3 kilometer,1000 and more,3,2,0.25,0.3333333333333333,0.3333333333333333,2,3,2,2,1,3,2,2,3,3,2,2,2,3,4,3,3
1,1,NA,NA,3,1,NA,NA,NA,NA,19,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,NA,"In schooling / vocational training, student",below 500 <80>,4,5,3-5 kilometers,1 <96> 49,5,0,0,0,0,2,2,2,2,2,3,2,2,2,2,2,1,2,2,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,NA,31,30-39,Male,Nordrhein-Westfalen,0,Registered partnership,"No, I don't feel close to any religion",NA,Self-employed / freelancer,"3,500 to below 4,000 <80>",2,6,3-5 kilometers,1000 and more,1,0,0,0,0,2,2,1,1,2,2,2,1,1,3,2,1,2,2,3,3,1
1,2,NA,NA,2,2,NA,NA,NA,NA,39,30-39,Female,Sachsen,1,Married,"No, I don't feel close to any religion",NA,Employee in low / medium position,"3,000 to below 3,500 <80>",4,6,3-5 kilometers,1 <96> 49,5,0,0.5,0.3333333333333333,0,2,2,3,3,2,2,2,4,4,2,2,3,2,2,3,2,3
1,1,NA,NA,4,1,NA,NA,NA,NA,59,50-59,Male,Baden-W<fc>rttemberg,1,Married,Roman Catholic,NA,Unskilled worker,"1,500 to below 2,000 <80>",3,4,Less than 3 kilometer,250 <96> 499,3,0,0.75,0,0.6666666666666666,2,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,2
1,1,NA,NA,2,1,NA,NA,NA,NA,45,40-49,Female,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,NA,Employee in low / medium position,No answer,1,4,Less than 3 kilometer,500 <96> 999,4,2,0.75,0.6666666666666666,0,2,3,2,3,3,3,4,2,4,3,3,2,2,4,4,3,3
1,3,NA,NA,4,3,NA,NA,NA,NA,29,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together",Roman Catholic,NA,Homemaker,"1,000 to below 1,500 <80>",3,3,3-5 kilometers,250 <96> 499,7,100,0.75,1,0.3333333333333333,4,4,4,4,4,1,4,4,4,3,4,3,4,1,1,1,2
1,1,NA,NA,1,3,NA,NA,NA,NA,36,30-39,Male,Bayern,1,Married,Roman Catholic,NA,Permanently sick or disabled,"1,500 to below 2,000 <80>",3,6,21-50 kilometers,1 <96> 49,7,0,0.375,0,0,2,2,3,3,2,3,2,3,4,3,2,3,1,2,3,4,2
1,2,NA,NA,2,2,NA,NA,NA,NA,54,50-59,Male,Rheinland-Pfalz,1,Married,Protestant,NA,Unskilled worker,"1,500 to below 2,000 <80>",2,8,6-10 kilometers,1000 and more,5,1,0.625,0.6666666666666666,0.6666666666666666,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4
1,2,NA,NA,2,2,NA,NA,NA,NA,27,18-29,Male,Niedersachsen,1,"With partner, not living together","No, I don't feel close to any religion",NA,Permanently sick or disabled,"500 to below 1,000 <80>",1,3,3-5 kilometers,1000 and more,3,0,0.125,0.3333333333333333,0.16666666666666666,2,2,1,3,1,3,3,3,3,3,3,3,2,2,2,4,2
1,1,NA,NA,1,1,NA,NA,NA,NA,55,50-59,Male,Nordrhein-Westfalen,1,Widowed,Protestant,NA,Unemployed / seeking work,"500 to below 1,000 <80>",1,1,3-5 kilometers,1000 and more,0,0,0,0,1,2,1,2,1,1,3,1,1,2,2,1,2,1,2,3,2,3
1,1,NA,NA,2,2,NA,NA,NA,NA,28,18-29,Female,Niedersachsen,1,Married,Protestant,NA,Employee in low / medium position,"3,500 to below 4,000 <80>",2,6,11-20 kilometers,1 <96> 49,5,0,0.375,0,0.16666666666666666,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1,2,NA,NA,3,2,NA,NA,NA,NA,29,18-29,Female,Niedersachsen,1,"With partner, living together",Protestant,NA,Employee in high position,"4,500 to below 5,000 <80>",2,7,6-10 kilometers,250 <96> 499,7,54,0.875,0.6666666666666666,0.3333333333333333,1,3,4,4,4,3,3,4,1,1,3,3,4,1,2,1,3
1,2,NA,NA,1,3,NA,NA,NA,NA,30,30-39,Female,Niedersachsen,1,"Single, without partner","No, I don't feel close to any religion",NA,Employee in high position,below 500 <80>,1,5,6-10 kilometers,1 <96> 49,2,0,0.25,0.3333333333333333,0,2,3,2,4,4,3,3,3,3,3,2,2,2,3,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,NA,23,18-29,Male,Hessen,1,"Single, without partner","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","500 to below 1,000 <80>",1,7,6-10 kilometers,50 <96> 249,4,0,0.125,0,0,2,2,2,3,2,2,1,2,1,3,1,2,2,2,4,3,3
